# 2026-08-30 22:20:01 ; Found 100157 viable session entries from 62721 unique users.
rank,title_id,title,players,percentage
81,10006873,THE FINALS,136,0.2168
82,10008286,ARK: Survival Ascended,135,0.2152
83,10002363,Crimson Desert,135,0.2152
84,10003151,EA SPORTS™ College Football 25,135,0.2152
85,10007588,Stumble Guys,130,0.2073
86,10007460,Baldur's Gate 3,127,0.2025
87,232860,PUBG: BATTLEGROUNDS,127,0.2025
88,10004473,Resident Evil 4,126,0.2009
89,10008972,PGA TOUR 2K25,125,0.1993
90,10012874,NTE: Neverness to Everness,124,0.1977
91,10005673,Phasmophobia,119,0.1897
92,10004336,EA SPORTS™ FIFA 23,118,0.1881
93,234659,Need for Speed™ Heat,118,0.1881
94,10013884,Halo: Campaign Evolved,117,0.1865
95,10003386,Rise of the Ronin™,112,0.1786
96,233407,Call of Duty®: Black Ops Cold War,110,0.1754
97,201129,Dying Light,110,0.1754
98,10006560,007 First Light,109,0.1738
99,233030,EA SPORTS™ UFC® 4,109,0.1738
100,10002684,ASTRO BOT,108,0.1722
101,233112,Tom Clancy’s Ghost Recon® Breakpoint,108,0.1722
102,202943,Mortal Kombat X,107,0.1706
103,10002357,MY HERO ULTRA RUMBLE,107,0.1706
104,10008048,Grounded PS4® & PS5®,106,0.169
105,10008740,Asphalt Legends,105,0.1674
106,10010764,Wuthering Waves,105,0.1674
107,232447,Hogwarts Legacy,104,0.1658
108,228857,The Sims™ 4,103,0.1642
109,10002811,Among Us,101,0.161
110,231761,Diablo® IV,99,0.1578
111,10010971,Call of Duty®: Modern Warfare® II,98,0.1562
112,234689,It Takes Two  PS4™ & PS5™,98,0.1562
113,10015533,Resident Evil Requiem,95,0.1515
114,10011213,MLB® The Show™ 25,94,0.1499
115,232391,Tom Clancy's The Division® 2,93,0.1483
116,232300,Call of Duty®: Black Ops 4,92,0.1467
117,10003330,"Warhammer 40,000: Space Marine 2",92,0.1467
118,10000459,Riders Republic™,91,0.1451
119,10011349,REMATCH,90,0.1435
120,10010877,ELDEN RING NIGHTREIGN,87,0.1387
121,10005275,Honkai: Star Rail,87,0.1387
122,10002694,The Last of Us™ Part I,87,0.1387
123,10005176,Monster Hunter Wilds,86,0.1371
124,227552,ザ クルー2,86,0.1371
125,10010198,Arma Reforger,85,0.1355
126,10014058,Delta Force,85,0.1355
127,10009326,EA SPORTS™ Madden NFL 25,85,0.1355
128,227770,God of War,85,0.1355
129,230955,The Elder Scrolls V: Skyrim Special Edition,85,0.1355
130,10009909,Assassin’s Creed Shadows,79,0.126
131,10007144,Black Myth: Wukong,78,0.1244
132,10010992,Escape the Backrooms,78,0.1244
133,228868,theHunter: Call of the Wild™,78,0.1244
134,10003336,MBC Shahid,77,0.1228
135,229182,Call of Duty®: Modern Warfare®,76,0.1212
136,229438,STAR WARS™ Battlefront™ II,76,0.1212
137,10000237,Assassin's Creed Valhalla,75,0.1196
138,10002538,FIFA 22,75,0.1196
139,10008537,LEGO® Batman™: Legacy of the Dark Knight,75,0.1196
140,10001269,Need for Speed™ Unbound,74,0.118
141,10001615,Street Fighter 6,74,0.118
142,10000171,Share Factory Studio,73,0.1164
143,10000161,CarX Drift Racing Online,70,0.1116
144,10001369,Cuphead,70,0.1116
145,217012,DRAGON BALL XENOVERSE 2,70,0.1116
146,10007638,DRAGONBALL GEKISHIN SQUADRA,70,0.1116
147,232248,Fallout 76,70,0.1116
148,235302,Mafia: Definitive Edition,69,0.11
149,231416,The Forest,68,0.1084
150,201511,Fallout 4,67,0.1068
151,10008651,MLB® The Show™ 24,67,0.1068
152,10017212,Mistfall Hunter,66,0.1052
153,221727,Horizon Zero Dawn™,65,0.1036
154,227115,Call of Duty®: WWII,64,0.102
155,200472,BATMAN™: ARKHAM KNIGHT,63,0.1004
156,10002100,FINAL FANTASY XVI,63,0.1004
157,10001988,The Outlast Trials,63,0.1004
158,10014720,The Seven Deadly Sins: Origin,63,0.1004
159,10010684,WWE 2K25,62,0.0989
160,205354,UNCHARTED: Legacy of Thieves Collection,61,0.0973
161,229018,DAYS GONE,60,0.0957
162,224802,ARK: Survival Evolved,59,0.0941
163,227139,Human Fall Flat,58,0.0925
164,10014519,Football Manager 26 Console,57,0.0909
165,228638,The Last of Us™ Remastered,57,0.0909
166,10000248,HITMAN World of Assassination,56,0.0893
167,10010865,The Lord of the Rings: War in the North™ - Legacy Edition,56,0.0893
168,10009205,Arknights: Endfield,55,0.0877
169,10018596,thmanyah,55,0.0877
170,10004865,Assassin's Creed® Mirage,54,0.0861
171,228720,Fishing Planet,54,0.0861
172,10000928,MX vs ATV Legends,54,0.0861
173,212870,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,54,0.0861
174,10000950,Path Of Titans,54,0.0861
175,10005318,The First Descendant,54,0.0861
176,221692,Far Cry® 5,53,0.0845
177,204794,ウィッチャー３　ワイルドハント,53,0.0845
178,10003123,Goat Simulator 3,52,0.0829
179,10000177,Sackboy: A Big Adventure,52,0.0829
180,216759,WATCH_DOGS® 2,52,0.0829
181,225697,KINGDOM HEARTS - HD 1.5+2.5 ReMIX -,51,0.0813
182,235235,Resident Evil Village,51,0.0813
183,201579,FINAL FANTASY XIV Online,50,0.0797
184,10005369,SIGNALIS,50,0.0797
185,204584,The Binding of Isaac: Rebirth,50,0.0797
186,10014719,Beast of Reincarnation,49,0.0781
187,201061,Dead Island 2,49,0.0781
188,10001996,Hell Let Loose,49,0.0781
189,232654,Hollow Knight,49,0.0781
190,222066,Assassin's Creed® Origins,48,0.0765
191,10007134,Mafia: The Old Country,48,0.0765
192,10002651,Disney Speedstorm,47,0.0749
193,10008585,NEW MONOPOLY®,47,0.0749
194,10000819,Borderlands 4,46,0.0733
195,10010058,Mortal Shell II,46,0.0733
196,227447,NARUTO TO BORUTO: SHINOBI STRIKER,46,0.0733
197,10000899,Overcooked! All You Can Eat,46,0.0733
198,10001481,Yu-Gi-Oh! MASTER DUEL,46,0.0733
199,200520,Bloodborne™,45,0.0717
200,233410,Crash™ Team Racing Nitro-Fueled,45,0.0717
201,10001771,Farming Simulator 22,45,0.0717
202,10011588,My First Gran Turismo,45,0.0717
203,10008884,Sea of Thieves,45,0.0717
204,232796,World of Warships: Legends,45,0.0717
205,10008409,Firefighting Simulator: Ignite,44,0.0702
206,216600,No Man's Sky,44,0.0702
207,10011142,Where Winds Meet (F2P),44,0.0702
208,10007978,WWE 2K24,44,0.0702
209,10003552,Grand Theft Auto: San Andreas – The Definitive Edition,43,0.0686
210,203902,Rayman Legends,42,0.067
211,10005449,Split Fiction,42,0.067
212,205080,Terraria – PlayStation®4 Edition,42,0.067
213,228726,DRAGON BALL FighterZ,41,0.0654
214,202493,LEGO® Marvel™ Super Heroes,41,0.0654
215,203383,Plex,41,0.0654
216,234762,Chivalry 2,40,0.0638
217,227649,Crash Bandicoot N. Sane Trilogy,40,0.0638
218,10000278,FIFA 21,40,0.0638
219,10006239,Madden NFL 24,40,0.0638
220,232898,Sekiro™: Shadows Die Twice,40,0.0638
221,217611,3on3 Freestyle,39,0.0622
222,221732,Injustice 2,39,0.0622
223,227229,Stardew Valley,39,0.0622
224,232043,Stick Fight: The Game,39,0.0622
225,233961,FAR CRY®6,38,0.0606
226,234568,FIFA 20,38,0.0606
227,10009245,SMITE 2,38,0.0606
228,10005323,Star Wars Outlaws,38,0.0606
229,205353,Uncharted™: The Nathan Drake Collection,38,0.0606
230,10008451,7 Days to Die - Console Edition,37,0.059
231,227410,Kingdom Come: Deliverance,37,0.059
232,234959,SnowRunner,37,0.059
233,10008755,SONIC X SHADOW GENERATIONS,37,0.059
234,204861,The Elder Scrolls Online,37,0.059
235,231096,Hello Neighbor,36,0.0574
236,200995,DC Universe Online,35,0.0558
237,10003999,FINAL FANTASY VII REBIRTH,35,0.0558
238,10011463,Microsoft Flight Simulator 2024,35,0.0558
239,10004744,NARUTO X BORUTO Ultimate Ninja STORM CONNECTIONS,35,0.0558
240,223086,Need for Speed™ Payback,35,0.0558
241,10000663,POLICE SIMULATOR: PATROL OFFICERS,35,0.0558
242,10003763,Predecessor,35,0.0558
243,10005529,SILENT HILL 2,35,0.0558
244,10010334,Balatro,34,0.0542
245,221824,Battlefield™ 1,34,0.0542
246,227147,Insurgency: Sandstorm [PS4 & PS5],34,0.0542
247,10002719,The Texas Chain Saw Massacre,34,0.0542
248,216064,Batman: Return to Arkham,33,0.0526
249,10001723,Crave,33,0.0526
250,231776,FIFA 19,33,0.0526
251,10000886,Horizon Forbidden West,33,0.0526
252,202494,LEGO® MARVEL's Avengers,33,0.0526
253,10004289,UFL,33,0.0526
254,10010263,"Warhammer 40,000: Darktide",33,0.0526
255,10008503,Clair Obscur: Expedition 33,32,0.051
256,231228,Descenders,32,0.051
257,203427,Plants vs Zombies GW2,32,0.051
258,212581,World of Tanks Modern Armor,32,0.051
259,10012768,GOALS,31,0.0494
260,10005908,Hollow Knight: Silksong,31,0.0494
261,231363,MOBILE SUIT GUNDAM BATTLE OPERATION 2,31,0.0494
262,204541,Sky Go,31,0.0494
263,227061,A Way Out,30,0.0478
264,10006052,Lies of P,30,0.0478
265,10002848,Lords of the Fallen,30,0.0478
266,209904,Prominence Poker,30,0.0478
267,200088,Assassin's Creed® Unity,29,0.0462
268,10006008,F1® 23,29,0.0462
269,10017920,Gladio Mori,29,0.0462
270,235061,Golf With Your Friends,29,0.0462
271,10000378,Minecraft Dungeons,29,0.0462
272,10010602,Path of Exile 2,29,0.0462
273,10010999,REANIMAL,29,0.0462
274,229500,RESIDENT EVIL 2,29,0.0462
275,10003910,Test Drive Unlimited Solar Crown,29,0.0462
276,10020059,Buffet Boss,28,0.0446
277,221672,Call of Duty®: Infinite Warfare,28,0.0446
278,10001917,CarX Street,28,0.0446
279,233235,DRAGON BALL Z: KAKAROT,28,0.0446
280,10000349,eFootball PES 2021 SEASON UPDATE,28,0.0446
281,10003464,Maximum Football,28,0.0446
282,10000669,Ratchet & Clank: Rift Apart,28,0.0446
283,10005114,STAR WARS Jedi: Survivor™,28,0.0446
284,10011934,Starfield,28,0.0446
285,228887,Undertale,28,0.0446
286,222727,Detroit: Become Human™,27,0.043
287,10002466,Disney Dreamlight Valley,27,0.043
288,10011468,Dying Light: The Beast,27,0.043
289,228618,God of War® III Remastered,27,0.043
290,10006210,Kingdom Come: Deliverance II,27,0.043
291,10007788,NBA 2K24,27,0.043
292,10008091,Nickelodeon All-Star Brawl 2,27,0.043
293,203053,NOW,27,0.043
294,10007904,Teardown,27,0.043
295,10003641,Totally Accurate Battle Simulator,27,0.043
296,10012067,Jurassic World Evolution 3,26,0.0415
297,10008649,Mafia: Trilogy,26,0.0415
298,10009198,Mighty Morphin Power Rangers: Rita's Rewind,26,0.0415
299,10014332,NASCAR 25,26,0.0415
300,10006164,Red Dead Redemption,26,0.0415
301,217373,UNO®,26,0.0415
302,230658,World War Z: Aftermath,26,0.0415
303,10000264,Crash Bandicoot™ 4: It’s About Time,25,0.0399
304,10001538,DEATH STRANDING 2: ON THE BEACH,25,0.0399
305,216695,Middle-earth™: Shadow of War™,25,0.0399
306,10013935,OSN+,25,0.0399
307,232115,Resident Evil 5,25,0.0399
308,10001758,Trackmania®,25,0.0399
309,205264,WATCH_DOGS™,25,0.0399
310,10002065,Alan Wake 2,24,0.0383
311,227137,FIFA 18,24,0.0383
312,228744,FINAL FANTASY VII REMAKE,24,0.0383
313,234843,Marvel's Avengers,24,0.0383
314,234363,Sniper Elite 5,24,0.0383
315,225519,Assassin's Creed The Ezio Collection,23,0.0367
316,234902,Assetto Corsa Competizione,23,0.0367
317,10001137,Five Nights at Freddy's: Security Breach,23,0.0367
318,232847,LEGO® Star Wars™: The Skywalker Saga,23,0.0367
319,228785,Monster Hunter: World,23,0.0367
320,10000781,Need for Speed™ Hot Pursuit Remastered,23,0.0367
321,10002075,PRAGMATA,23,0.0367
322,10001521,Stan.,23,0.0367
323,232581,Watch Dogs: Legion,23,0.0367
324,10000758,Battlefield™ 2042,22,0.0351
325,227326,Battlefield™ V,22,0.0351
326,10006070,Bluey: The Videogame,22,0.0351
327,10002474,Enlisted,22,0.0351
328,205174,Fandango at Home,22,0.0351
329,201624,Far Cry® 4,22,0.0351
330,10008829,Gears of War: Reloaded,22,0.0351
331,10014010,Nioh 3,22,0.0351
332,220037,RESIDENT EVIL 7 biohazard,22,0.0351
333,10004708,TopSpin 2K25,22,0.0351
334,10007897,Until Dawn™,22,0.0351
335,10017040,Waterpark Simulator,22,0.0351
336,227478,Borderlands 3,21,0.0335
337,10008540,Demon Slayer -Kimetsu no Yaiba- The Hinokami Chronicles 2,21,0.0335
338,10004258,EA SPORTS™ WRC,21,0.0335
339,229066,Granblue Fantasy: Relink,21,0.0335
340,234014,HUNT: SHOWDOWN 1896,21,0.0335
341,233621,Mount & Blade II: Bannerlord,21,0.0335
342,10003654,PowerWash Simulator,21,0.0335
343,10005570,Sonic Racing: CrossWorlds,21,0.0335
344,10005841,2XKO,20,0.0319
345,215282,Borderlands: The Handsome Collection,20,0.0319
346,200759,Call of Duty® Ghosts,20,0.0319
347,221941,Call of Duty®: Modern Warfare® Remastered,20,0.0319
348,201190,DARK SOULS™ III,20,0.0319
349,10001789,EA SPORTS™ PGA TOUR™,20,0.0319
350,234770,Mafia II: Definitive Edition,20,0.0319
351,10007263,PAYDAY 3,20,0.0319
352,10002771,Persona 5 Royal,20,0.0319
353,10003285,PGA TOUR 2K23,20,0.0319
354,10006452,Pool Blitz,20,0.0319
355,10001114,Stray,20,0.0319
356,10010248,The Elder Scrolls IV: Oblivion Remastered,20,0.0319
357,10012563,The Mound: Omen of Cthulhu,20,0.0319
358,221661,ACE COMBAT™ 7: SKIES UNKNOWN,19,0.0303
359,10001858,Crusader Kings III,19,0.0303
360,226237,DARK SOULS™ II: Scholar of the First Sin,19,0.0303
361,10007312,Deceit 2,19,0.0303
362,233495,DELTARUNE,19,0.0303
363,232624,DOOM Eternal,19,0.0303
364,10009984,DOOM: The Dark Ages,19,0.0303
365,10008864,Marathon,19,0.0303
366,10004836,NBA 2K23,19,0.0303
367,10013248,Onimusha: Way of the Sword,19,0.0303
368,10009028,Poppy Playtime: Chapter 1,19,0.0303
369,232116,Resident Evil 6,19,0.0303
370,235037,Rogue Company,19,0.0303
371,10001973,Sifu,19,0.0303
372,10006891,Stellar Blade™,19,0.0303
373,10002630,The Binding of Isaac: Repentance,19,0.0303
374,233119,Castle Crashers Remastered,18,0.0287
375,10005732,Cities: Skylines - Remastered,18,0.0287
376,229482,DARK SOULS™: REMASTERED,18,0.0287
377,10005844,Dragon's Dogma 2,18,0.0287
378,10003551,Grand Theft Auto: Vice City – The Definitive Edition,18,0.0287
379,10011746,NBA THE RUN,18,0.0287
380,10001555,Persona 3 Reload,18,0.0287
381,229261,Rec Room,18,0.0287
382,232120,Resident Evil Revelations 2,18,0.0287
383,10013838,Rugby League 26,18,0.0287
384,10014084,S.T.A.L.K.E.R. 2: Heart of Chornobyl,18,0.0287
385,222022,TEKKEN™7,18,0.0287
386,232589,Vigor,18,0.0287
387,227252,Wreckfest,18,0.0287
388,200089,Assassin's Creed® IV Black Flag,17,0.0271
389,10002097,Bleach: Brave Souls Anime Game,17,0.0271
390,201634,Far Cry® Primal,17,0.0271
391,234628,ONE PIECE: PIRATE WARRIORS 4,17,0.0271
392,10015126,Piece Out: Avatarland,17,0.0271
393,234566,The Walking Dead: The Telltale Definitive Series,17,0.0271
394,10004116,Wo Long: Fallen Dynasty,17,0.0271
395,10005853,WUCHANG: Fallen Feathers,17,0.0271
396,212339,Assassin's Creed® Syndicate,16,0.0255
397,10018989,Avatar Legends: The Fighting Game,16,0.0255
398,200449,Battlefield 4™,16,0.0255
399,10000438,Construction Simulator,16,0.0255
400,227315,Devil May Cry 5 Series,16,0.0255
401,10000309,Diablo® II: Resurrected™,16,0.0255
402,10010956,Echoes of Aincrad,16,0.0255
403,10012871,FragPunk,16,0.0255
404,10001302,JoJo's Bizarre Adventure: All-Star Battle R,16,0.0255
405,10009268,NHL® 25,16,0.0255
406,234386,Risk of Rain 2,16,0.0255
407,232519,Stranded Deep,16,0.0255
408,10011105,The Exit 8,16,0.0255
409,235234,Trailmakers,16,0.0255
410,231856,Assassin's Creed® III Remastered,15,0.0239
411,10015041,Backrooms: Escape Together,15,0.0239
412,233032,Black Desert,15,0.0239
413,10008874,F1® 24,15,0.0239
414,10001524,JOYN,15,0.0239
415,202209,Just Cause 3,15,0.0239
416,10005321,Killing Floor 3,15,0.0239
417,228783,LEGO® MARVEL Super Heroes 2,15,0.0239
418,10006500,NHL® 24,15,0.0239
419,10009610,Planet Coaster 2,15,0.0239
420,234658,Plants vs. Zombies: Battle for Neighborville™,15,0.0239
421,232114,resident evil 4 (2005),15,0.0239
422,10009803,Slime Rancher 2,15,0.0239
423,232176,Spyro™ Reignited Trilogy,15,0.0239
424,232883,Subnautica,15,0.0239
425,221813,Titanfall™ 2,15,0.0239
426,229433,Call of Duty®: Modern Warfare® 2 Campaign Remastered,14,0.0223
427,233219,CAPTAIN TSUBASA: RISE OF NEW CHAMPIONS,14,0.0223
428,231261,Conan Exiles,14,0.0223
429,10004484,Cult of the Lamb,14,0.0223
430,234585,DEATH STRANDING™,14,0.0223
431,10000368,Demon's Souls,14,0.0223
432,10004937,Disney•Pixar Toy Story 3,14,0.0223
433,221800,ESPN,14,0.0223
434,10011010,For The King II,14,0.0223
435,231840,HITMAN™ 2,14,0.0223
436,10005862,Jujutsu Kaisen Cursed Clash,14,0.0223
437,10007293,METAL GEAR SOLID Δ: SNAKE EATER,14,0.0223
438,10005250,Monster Hunter Rise,14,0.0223
439,234529,Persona 5 Royal,14,0.0223
440,10009025,Planet Zoo: Console Edition,14,0.0223
441,10000176,Returnal,14,0.0223
442,221750,Rise of the Tomb Raider,14,0.0223
443,10005069,SAROS,14,0.0223
444,225700,Skull and Bones™,14,0.0223
445,10004896,Wobbly Life,14,0.0223
446,234630,ASTRONEER,13,0.0207
447,233251,Bus Simulator 21 Next Stop,13,0.0207
448,10001234,Call of Duty®: Vanguard,13,0.0207
449,224821,Cities: Skylines,13,0.0207
450,10014968,Content Warning,13,0.0207
451,200914,Diablo III: Eternal Collection,13,0.0207
452,10013259,Dispatch,13,0.0207
453,231486,Far Cry® 3 Classic Edition,13,0.0207
454,10015370,Invincible VS,13,0.0207
455,10002577,Jurassic World Evolution 2,13,0.0207
456,208810,KINGDOM HEARTS Ⅲ,13,0.0207
457,231944,LEGO® DC Super-Villains,13,0.0207
458,10000988,My Videos,13,0.0207
459,10008971,Off The Grid - Early Access,13,0.0207
460,231121,Overcooked 2,13,0.0207
461,217712,Paladins,13,0.0207
462,10010001,Palia,13,0.0207
463,10011314,PowerWash Simulator 2,13,0.0207
464,10002042,Saints Row,13,0.0207
465,233594,Sid Meier's Civilization VI,13,0.0207
466,212195,U-NEXT／ユーネクスト,13,0.0207
467,216855,AdVenture Capitalist,12,0.0191
468,227108,Crossout,12,0.0191
469,232437,DiRT Rally 2.0,12,0.0191
470,10008074,Disney Epic Mickey: Rebrushed,12,0.0191
471,206887,Dreams™,12,0.0191
472,224832,EA SPORTS™ UFC® 3,12,0.0191
473,10017626,eBaseball™: PRO SPIRIT,12,0.0191
474,201407,FIFA 17,12,0.0191
475,215358,Gran Turismo™SPORT,12,0.0191
476,201957,Grand Theft Auto: San Andreas,12,0.0191
477,10002648,Hades,12,0.0191
478,10018449,Hades II,12,0.0191
479,10007722,LEGO® Horizon Adventures™,12,0.0191
480,234665,Marvel's Guardians of the Galaxy,12,0.0191
481,212864,Need for Speed™,12,0.0191
482,10010023,Party Animals,12,0.0191
483,233069,RESIDENT EVIL 3,12,0.0191
484,10000537,Sonic Colors: Ultimate,12,0.0191
485,233372,SpongeBob SquarePants: Battle For Bikini Bottom - Rehydrated,12,0.0191
486,10014266,Starward,12,0.0191
487,233441,Team Sonic Racing,12,0.0191
488,10012483,Abiotic Factor,11,0.0175
489,10018063,Avatar Island,11,0.0175
490,10004355,bilibili,11,0.0175
491,200756,Call of Duty®: Advanced Warfare,11,0.0175
492,233200,Car Mechanic Simulator,11,0.0175
493,233449,Deep Rock Galactic,11,0.0175
494,222250,Don't Starve Together: Console Edition,11,0.0175
495,216187,Enter the Gungeon,11,0.0175
496,235195,Five Nights at Freddy's 2,11,0.0175
497,201723,Goat Simulator,11,0.0175
498,229133,Just Cause 4,11,0.0175
499,10008183,Life is Strange: Double Exposure,11,0.0175
500,232583,Little Nightmares II,11,0.0175
501,233202,Maneater,11,0.0175
502,221722,METAL GEAR SOLID V: THE DEFINITIVE EXPERIENCE,11,0.0175
503,217642,Neverwinter,11,0.0175
504,10007919,Nine Sols,11,0.0175
505,234389,Nioh 2,11,0.0175
506,203474,PSO2 NEW GENESIS,11,0.0175
507,10003168,Sid Meier's Civilization® VII,11,0.0175
508,216395,Sniper Elite 4,11,0.0175
509,222446,Star Trek Online,11,0.0175
510,232345,STAR WARS Jedi: Fallen Order™,11,0.0175
511,235298,Subnautica: Below Zero,11,0.0175
512,212152,Warface: Clutch,11,0.0175
513,10001814,WWE 2K22,11,0.0175
514,221667,Batman,10,0.0159
515,205996,Channel 4,10,0.0159
516,231819,Control,10,0.0159
517,10008698,Coral Island,10,0.0159
518,10013889,Cricket 26 - The Official Game of the Ashes,10,0.0159
519,10014600,Duskfade,10,0.0159
520,10002862,EARTH DEFENSE FORCE 6,10,0.0159
521,10017627,eBaseball™: PRO SPIRIT 2026,10,0.0159
522,233374,eFootball PES 2020,10,0.0159
523,204590,Four Kings Casino and Slots,10,0.0159
524,227121,Friday the 13th: The Game,10,0.0159
525,10007961,High On Life,10,0.0159
526,202496,LEGO® Batman™ 3: Beyond Gotham,10,0.0159
527,224875,LEGO® CITY UNDERCOVER,10,0.0159
528,202765,Mad Max,10,0.0159
529,10002129,Marvel's Midnight Suns,10,0.0159
530,10009938,MARVEL vs. CAPCOM Fighting Collection: Arcade Classics,10,0.0159
531,10007607,METAL GEAR SOLID: MASTER COLLECTION Vol. 1,10,0.0159
532,10001029,Metaphor: ReFantazio,10,0.0159
533,231769,Metro Exodus,10,0.0159
534,202819,MLB,10,0.0159
535,10002860,NBA 2K22,10,0.0159
536,231987,Path of Exile,10,0.0159
537,203420,Plants vs Zombies Garden Warfare,10,0.0159
538,10007566,PlateUp!,10,0.0159
539,10018882,Poppy Playtime: Chapter 5,10,0.0159
540,232112,Resident Evil,10,0.0159
541,10010475,RIDE 6,10,0.0159
542,10009990,ROUNDS,10,0.0159
543,204275,Sleeping Dogs,10,0.0159
544,231868,Slime Rancher,10,0.0159
545,211297,SMITE,10,0.0159
546,216489,South Park™: The Fractured But Whole™,10,0.0159
547,204162,South Park™: The Stick of Truth™,10,0.0159
548,204236,Street Fighter V,10,0.0159
549,217424,TROVE,10,0.0159
550,10011751,UNDEFEATED,10,0.0159
551,10009101,War Robots: Frontiers,10,0.0159
552,10010798,World of Outlaws: Dirt Racing 24,10,0.0159
553,10005267,WWE 2K23,10,0.0159
554,205920,Assetto Corsa,9,0.0143
555,233064,Back 4 Blood,9,0.0143
556,200477,Bully,9,0.0143
557,10001967,Car Mechanic Simulator 2021,9,0.0143
558,233619,CrossCode,9,0.0143
559,231053,Dead Cells,9,0.0143
560,200959,Destiny,9,0.0143
561,10011861,Digimon Story Time Stranger,9,0.0143
562,10000586,Dragon Age™: The Veilguard,9,0.0143
563,201787,Gems of War,9,0.0143
564,10003550,Grand Theft Auto III – The Definitive Edition,9,0.0143
565,231308,INAZUMA ELEVEN: Victory Road,9,0.0143
566,10004842,Infinity Nikki,9,0.0143
567,232717,JUMP FORCE,9,0.0143
568,202450,LEGO® Jurassic World™,9,0.0143
569,10004462,Like a Dragon: Infinite Wealth PS4 & PS5,9,0.0143
570,10000606,Mass Effect™ Legendary Edition,9,0.0143
571,10012945,MOUSE: P.I. For Hire,9,0.0143
572,10004405,NARAKA: BLADEPOINT,9,0.0143
