rank,title_id,title,players,percentage,release_date
1911,2085654630,(Dis)Assemble,6,0.0025,2025-07-29
1933,1705962055,Crowd City,6,0.0025,2025-07-25
1939,1715814050,Discounty Demo,6,0.0025,2025-07-16
1954,1631946139,Gym Manager,6,0.0025,2025-07-18
1967,1641318352,Kinki Spiritual Affairs Bureau,6,0.0025,2025-07-16
1997,1640181765,Ramp Car Racing,6,0.0025,2025-07-25
2131,2145252625,Out of Moves: Another Try (Xbox One),5,0.0021,2025-07-31
2209,1859435059,BAD END THEATER,4,0.0017,2025-07-10
2254,2147124607,Fit And Fry: Organized Chef,4,0.0017,2025-07-16
2259,2058395991,Golf Guys,4,0.0017,2025-07-04
2312,2079922713,Out of Moves: Another Try,4,0.0017,2025-07-31
2398,1734375716,(Dis)Assemble (Xbox One),3,0.0013,2025-07-29
2454,1944645448,Chess Battle,3,0.0013,2025-07-23
2478,2037049699,Demolish & Build 3,3,0.0013,2025-07-11
2483,1897815712,Doodle Harmony,3,0.0013,2025-07-25
2646,1809689134,Space Adventure Cobra - The Awakening - Demo,3,0.0013,2025-07-10
2717,1706843765,9 Years of Shadows,2,0.0008,2025-07-31
2718,1747369426,A Dream About Parking Lots,2,0.0008,2025-07-31
2737,1835471088,Alchemist: Journey of The Soul Demo,2,0.0008,2025-07-10
2835,1948002255,Cubey: Blockbyte,2,0.0008,2025-07-22
2837,1670072012,Cyber Clutch: Hot Import Nights,2,0.0008,2025-07-30
2846,2019900955,Day of the Shell,2,0.0008,2025-07-29
2854,1705411960,Death Relives,2,0.0008,2025-07-25
2869,1830386423,Dragons vs Balloons TD,2,0.0008,2025-07-29
2933,1786184594,God Wars,2,0.0008,2025-07-18
2939,2023604348,Hatsune Miku Logic Paint S+,2,0.0008,2025-07-24
2972,1799169782,Kawaii Girls Panic,2,0.0008,2025-07-25
2998,1773723817,Maiden Cops,2,0.0008,2025-07-30
3103,1904895861,Rogue Raccoon,2,0.0008,2025-07-23
3104,1972996505,Rogue Raccoon (Xbox One),2,0.0008,2025-07-23
3168,2020500063,TERASLIDE,2,0.0008,2025-07-25
3257,2039884665,(Dis)Assemble (Windows),1,0.0004,2025-07-29
3356,1689233846,Astral Takers,1,0.0004,2025-08-01
3393,1798776797,Bendy and the Dark Revival (Xbox Series X|S),1,0.0004,2025-07-11
3467,1773632861,Canine,1,0.0004,2025-07-11
3542,1759662919,Cubey: Blockbyte (Xbox One),1,0.0004,2025-07-22
3564,2029863585,Date with Devils,1,0.0004,2025-08-01
3688,1685119785,Fit And Fry: Organized Chef (Xbox One),1,0.0004,2025-07-16
3747,1976250970,Giant Machines 2017,1,0.0004,2025-07-10
3757,1763005721,Golden Tee Arcade Classics,1,0.0004,2025-07-17
3766,1758952227,Gothic 1 Remake - Demo,1,0.0004,2025-08-01
3818,1821898678,Hexa Road,1,0.0004,2025-07-04
3845,1688119271,Hyperspaced,1,0.0004,2025-07-22
3864,1703750979,Island Trouble,1,0.0004,2025-07-11
3866,1759196295,ISLANDERS: New Shores,1,0.0004,2025-07-09
4002,2005154607,Mister Monser's Shooter,1,0.0004,2025-07-16
4021,2140351236,Morgan: Metal Detective,1,0.0004,2025-07-30
4093,1967983230,Out of Moves: Another Try (Windows),1,0.0004,2025-07-31
4102,1652695637,Oxide Room 208,1,0.0004,2025-07-25
4228,1982748455,Roguematch : The Extraplanar Invasion,1,0.0004,2025-07-24
4246,2037480200,Sand Legends,1,0.0004,2025-07-18
4387,1914707617,Suika Nyaa (Windows),1,0.0004,2025-07-23
4388,2039259323,Suika Nyaa (Xbox One),1,0.0004,2025-07-23
4445,1722962896,The Cursed Frog,1,0.0004,2025-07-18
4446,2086126860,The Cursed Frog (Xbox One),1,0.0004,2025-07-18
4466,2048481228,The Last Camp,1,0.0004,2025-07-11
4496,2132465202,Tile Jong Series X|S,1,0.0004,2025-08-01
4512,1887172587,Top Driver,1,0.0004,2025-08-01
