rank,title_id,title,players,percentage,release_date
2304,1913824849,Car Service Simulator,6,0.0021,2026-08-14
2329,1692013692,Duskfade,6,0.0021,2026-08-13
2330,1893842455,Fear The Timeloop,6,0.0021,2026-09-04
2331,2139465249,Feed Your Cat: New Paths,6,0.0021,2026-09-02
2334,1677736955,Galactic Vault,6,0.0021,2026-09-03
2408,1615555170,Soccer Arena Differences (Xbox One),6,0.0021,2026-09-04
2446,1998334767,Wild Blue Skies,6,0.0021,2026-08-12
2472,2010415651,Cats Around Us: Black Cat,5,0.0018,2026-09-09
2535,1845126958,Lou's Lagoon,5,0.0018,2026-08-27
2618,1891146321,Tower Dominion,5,0.0018,2026-08-14
2634,2145627498,Warshift 2: Machines of Madness,5,0.0018,2026-08-29
2679,1769346995,BioEden,4,0.0014,2026-09-03
2689,1750660486,BRIGANDINE ABYSS,4,0.0014,2026-08-27
2727,2127068157,Driving is Hard,4,0.0014,2026-08-20
2830,2077497076,Rune Axe,4,0.0014,2026-08-28
2868,1805011202,The Immortal John Triptych,4,0.0014,2026-08-27
2884,2130778777,Train Sim World® 7: Free Starter Edition,4,0.0014,2026-09-15
2913,1643586123,A Tower Full of Cats,3,0.0011,2026-08-26
2993,1988226920,Dream Cage,3,0.0011,2026-09-04
2994,1887666925,Dream Doctor,3,0.0011,2026-09-03
3024,1670329609,Flute Of Gobelin,3,0.0011,2026-09-04
3051,1887282826,Hearthstorm (Xbox One),3,0.0011,2026-09-03
3060,1714684733,Hole in Many (Xbox One),3,0.0011,2026-09-08
3061,1965970678,Horripilant,3,0.0011,2026-08-27
3096,1963472404,Lady Death Demonicron,3,0.0011,2026-08-31
3116,1649640931,Modularis,3,0.0011,2026-08-26
3117,1896083100,Modularis (Xbox One),3,0.0011,2026-08-26
3143,1995386885,Once Alive,3,0.0011,2026-08-28
3164,1690692770,Pro Jank Footy,3,0.0011,2026-08-12
3207,2066053179,Soccer Arena Differences (Windows),3,0.0011,2026-09-04
3213,1671640490,SPRAWL zero,3,0.0011,2026-09-08
3222,1798820393,Sticker Picker (Xbox One),3,0.0011,2026-08-31
3316,1881951552,Aggelos 2,2,0.0007,2026-08-27
3335,1765531088,Archerio,2,0.0007,2026-08-19
3447,1731093976,Clothing Supermarket Store Simulator,2,0.0007,2026-08-19
3464,1635340698,Cozy Tiny Home,2,0.0007,2026-08-25
3468,1999638024,Creepy Shift: Uncle Joe’s Motel,2,0.0007,2026-08-21
3478,1969555800,Dark Dungeon Head Haze,2,0.0007,2026-08-21
3479,1842512249,Dark Dungeon Head Haze (Xbox Series),2,0.0007,2026-08-21
3495,1835728091,Defender of the Crown: The Legend Returns,2,0.0007,2026-08-13
3502,1891442010,Dexter Stardust : Adventures in Outer Space,2,0.0007,2026-09-03
3509,1723380574,Dominus Mahjong Arcana,2,0.0007,2026-09-11
3510,1949209537,Dominus Mahjong Arcana (XBOX SERIES),2,0.0007,2026-09-11
3517,1904220638,Dream Doctor (Xbox One),2,0.0007,2026-09-03
3567,1664216127,Find The Cats 2 (Xbox One),2,0.0007,2026-08-20
3592,1759695432,GoBlomb,2,0.0007,2026-08-28
3617,1741032560,Hearthstorm,2,0.0007,2026-09-03
3630,1884242440,Hole in Many (Xbox Series),2,0.0007,2026-09-08
3638,1737220684,Idle Immortal,2,0.0007,2026-08-13
3644,1689527207,INK ENIGMA: Coloring Hidden Objects,2,0.0007,2026-08-28
3649,1815280218,Jonah Lomu Rugby Challenge 4 Remastered,2,0.0007,2026-08-28
3689,1994706436,Marsupilami 2 – Salsa Palombia,2,0.0007,2026-09-03
3706,1998085351,Monty The Play Bear (Xbox Series),2,0.0007,2026-08-27
3750,2110778897,Panzer Knights: Commander's Edition,2,0.0007,2026-08-13
3801,1680268059,Rune Axe (Windows),2,0.0007,2026-08-28
3802,1927952264,Rune Axe (Xbox Series),2,0.0007,2026-08-28
3949,2103016725,Tropical Jurassic Discovery,2,0.0007,2026-08-28
3950,1894778410,Tropical Jurassic Discovery (Xbox One),2,0.0007,2026-08-28
4002,1766564531,1964 Operation Velvet Twins,1,0.0004,2026-08-28
4047,1853323925,AereA,1,0.0004,2026-09-03
4072,1634507681,Akatori,1,0.0004,2026-08-12
4113,1894148218,Arcade Archives 2 ARKANOID REVENGE OF DOH,1,0.0004,2026-09-02
4115,2107394438,Arcade Archives 2 CYBER CYCLES,1,0.0004,2026-08-19
4119,1956186794,Arcade Archives 2 V'BALL,1,0.0004,2026-08-12
4129,1937454349,Asdivine Knot,1,0.0004,2026-09-04
4175,1666187104,Barbarian Saga: The Beastmaster,1,0.0004,2026-09-09
4177,1735614356,Barkside Roads (Xbox One),1,0.0004,2026-08-13
4178,1781230716,Barkside Roads (Xbox Series),1,0.0004,2026-08-13
4222,2091385627,Bippo Bot (XBOX ONE),1,0.0004,2026-08-12
4223,2082960666,Bippo Bot (XBOX XSX),1,0.0004,2026-08-12
4224,1791245117,Birds Watching,1,0.0004,2026-08-20
4226,1805494022,Black Flower Demo,1,0.0004,2026-08-17
4302,1830128377,Bunny Pit Berry (Xbox One),1,0.0004,2026-08-11
4303,1944733079,Bunny Pit Berry (Xbox Series),1,0.0004,2026-08-11
4444,1866432997,Dark Reflection,1,0.0004,2026-08-20
4472,1996309372,Deconstruction Simulator,1,0.0004,2026-09-10
4506,1957486679,Dominus Mahjong Arcana (WINDOWS),1,0.0004,2026-09-11
4523,1704388492,DRAGON QUEST MONSTERS: The Withered World DEMO,1,0.0004,2026-09-09
4533,1785269648,Dream Doctor (Windows),1,0.0004,2026-09-03
4566,2123616524,Emergency Room Simulator,1,0.0004,2026-08-13
4567,1920477700,Emoji Killer - Casino Massacre,1,0.0004,2026-08-21
4631,1905075291,Fight School Simulator,1,0.0004,2026-09-03
4641,2041609242,Find The Cats 2,1,0.0004,2026-08-20
4642,1952087287,Find The Cats 2 (Windows),1,0.0004,2026-08-20
4645,2137993682,Firefighting Rescue Simulator,1,0.0004,2026-08-25
4646,1968866571,Firefighting Simulator - Be a Hero,1,0.0004,2026-08-28
4705,2052173475,Funguys Swarm,1,0.0004,2026-08-25
4798,1708086172,Hearthstorm (Windows),1,0.0004,2026-09-03
4820,1961922708,Hidden Legends 2,1,0.0004,2026-08-14
4825,2000134581,Hole in Many (Windows),1,0.0004,2026-09-08
4835,2046154763,Hotel Business Simulator,1,0.0004,2026-08-27
4867,1888166397,Iridio,1,0.0004,2026-08-11
4870,1728122742,Isle of Reveries,1,0.0004,2026-09-04
4899,1841603397,KEYQUACK QUEST,1,0.0004,2026-08-21
4900,1674456432,KEYQUACK QUEST (XBOX SERIES),1,0.0004,2026-08-21
4924,1771623848,Komorebi: A Furry Visual Novel,1,0.0004,2026-09-03
4993,1693628077,MALL: Tidy UP,1,0.0004,2026-08-26
5019,1886248403,Mega City Force,1,0.0004,2026-08-21
5041,1843611204,Mighty Aphid: Remastered Edition,1,0.0004,2026-08-28
5049,1778931368,Modularis (Windows),1,0.0004,2026-08-26
5050,1640019908,Mole Mine Boom (Xbox One),1,0.0004,2026-09-10
5051,1835411440,Mole Mine Boom (Xbox Series),1,0.0004,2026-09-10
5063,1704824329,Monty The Play Bear (Windows),1,0.0004,2026-08-27
5064,2026883078,Monty The Play Bear (Xbox One),1,0.0004,2026-08-27
5081,2007087929,Murders on the Yangtze River,1,0.0004,2026-08-27
5126,2021895519,No More Slimes!!,1,0.0004,2026-08-21
5154,1818133467,One Button Games 5-in-1 vol. 8 (Windows),1,0.0004,2026-08-18
5164,1925002026,Order Automatica,1,0.0004,2026-09-04
5209,2145096280,Pets Survivors,1,0.0004,2026-08-12
5236,1906114996,Pool Cleaning Simulator,1,0.0004,2026-08-12
5254,1720890126,Psalm 5:9-13,1,0.0004,2026-08-21
5257,1635087490,Puppergeist,1,0.0004,2026-08-20
5285,2004886907,Railbreak DX,1,0.0004,2026-09-04
5375,1929509371,Salvation: Echoes of War,1,0.0004,2026-09-01
5455,1838770558,Sokobear Spring,1,0.0004,2026-08-13
5456,1962362594,Sokobear Spring (Windows),1,0.0004,2026-08-13
5457,1677669721,Sokobear Spring (XBOX One),1,0.0004,2026-08-13
5497,1684736783,Spot Stories Vol. 3,1,0.0004,2026-08-21
5519,1692268514,Steve Is Alone,1,0.0004,2026-09-02
5520,1943632179,Sticker Picker (Windows),1,0.0004,2026-08-31
5553,1895696776,Super Astro Cat 2 (Windows),1,0.0004,2026-08-19
5554,1822461489,Super Astro Cat 2 (Xbox One),1,0.0004,2026-08-19
5555,2082733109,Super Astro Cat 2 (Xbox Series X/S),1,0.0004,2026-08-19
5596,2051934751,Tearscape,1,0.0004,2026-08-27
5671,2096669648,Tintle's Great Colorful Adventure,1,0.0004,2026-09-01
5808,1623064491,With Eyes of Ice,1,0.0004,2026-08-21
5820,1862768671,Word Search Infinite,1,0.0004,2026-08-28
