rank,title_id,title,players,percentage,release_date
3835,1914393512,Dragon Snack (Xbox One),1,0.0004,2025-09-03
3864,1744223714,Echoes of Light: Child of the Balance,1,0.0004,2025-09-25
3915,1757807931,FINAL FANTASY TACTICS - The Ivalice Chronicles,1,0.0004,2025-09-30
3945,1632509652,Forgotlings Demo,1,0.0004,2025-09-09
3947,1954381453,Forklift Certified : Stacked and Loaded,1,0.0004,2025-09-26
3964,1866423225,Full Throttle Parking,1,0.0004,2025-09-24
3988,1841005271,Gloomy Eyes,1,0.0004,2025-09-12
3990,1926555180,Goat Out Of Hell (Xbox One),1,0.0004,2025-09-16
4038,1632074918,Harmony Chronicles: Cat Out Of The Bag Collector's Edition,1,0.0004,2025-09-17
4051,1844884280,HELLCARD,1,0.0004,2025-09-10
4095,1671981054,Imagine Earth Demo,1,0.0004,2025-09-09
4104,2128549900,Inspector Waffles Early Days,1,0.0004,2025-09-12
4156,1764797971,Knightoban (Windows),1,0.0004,2025-09-10
4157,1845701688,Knightoban (Xbox One),1,0.0004,2025-09-10
4202,1726562887,Mamorukun ReCurse!,1,0.0004,2025-09-25
4292,2084735474,Nachtmahr,1,0.0004,2025-09-02
4326,1737854273,Not Not 2 - A Brain Challenge,1,0.0004,2025-09-19
4509,2078163849,Scar-Lead Salvation,1,0.0004,2025-09-02
4553,1816848556,Sky of Destruction (Xbox Series X|S),1,0.0004,2025-09-05
4561,1888303900,Snack and Quack (Xbox One),1,0.0004,2025-09-09
4765,2005516677,Townseek Demo,1,0.0004,2025-09-09
4826,1865031496,Virtua Fighter 5 R.E.V.O. World Stage Open Beta Test,1,0.0004,2025-10-02
4831,1668558799,Wander Stars,1,0.0004,2025-09-19
4898,2074295437,Yurukill: The Calumniation Games,1,0.0004,2025-09-10
